case_id,confirmed_date,state_name,county_name,confirmed_count,death_count,recovered_count
44,2020-03-07,BC,Fraser Health Region,4,0,0
45,2020-03-07,BC,Vancouver Coastal Health Region,2,0,0
46,2020-03-08,AB,Unassigned,2,0,0
47,2020-03-08,QC,Monteregie,1,0,0
48,2020-03-08,ON,Peel Region Public Health,1,0,0
49,2020-03-08,ON,Toronto Public Health,3,0,0
50,2020-03-09,AB,Calgary Zone,4,0,0
51,2020-03-09,AB,Edmonton Zone,3,0,0
52,2020-03-09,AB,Unassigned,-4,0,0
53,2020-03-09,BC,Fraser Health Region,3,0,0
54,2020-03-09,BC,Vancouver Coastal Health Region,2,0,0
55,2020-03-09,QC,Montreal,1,0,0
56,2020-03-09,ON,Peel Region Public Health,1,0,0
57,2020-03-09,ON,Toronto Public Health,2,0,0
58,2020-03-10,AB,Calgary Zone,6,0,0
59,2020-03-10,AB,Edmonton Zone,3,0,0
60,2020-03-10,BC,Fraser Health Region,2,0,0
61,2020-03-10,BC,Vancouver Coastal Health Region,5,0,0
62,2020-03-10,QC,Montreal,2,0,0
63,2020-03-10,ON,Sudbury Public Health & Districts,1,0,0
64,2020-03-10,BC,Vancouver Coastal Health Region,0,1,0
65,2020-03-10,REP,Canadian Forces Base Trenton,0,0,2
66,2020-03-10,REP,Grand Princess-Borden,0,0,10
67,2020-03-10,REP,Mississauga,0,0,1
68,2020-03-11,AB,Calgary Zone,1,0,0
69,2020-03-11,AB,Central Zone,1,0,0
70,2020-03-11,AB,Edmonton Zone,1,0,0
71,2020-03-11,BC,Fraser Health Region,4,0,0
72,2020-03-11,BC,Vancouver Coastal Health Region,2,0,0
73,2020-03-11,REP,Grand Princess-Borden,1,0,0
74,2020-03-11,NB,Zone 1 (Southeast-Moncton),1,0,0
75,2020-03-11,QC,Estrie,1,0,0
76,2020-03-11,QC,Mauricie-et-Centre-du-Quebec,1,0,0
77,2020-03-11,BC,Vancouver Island Health Region,1,0,0
78,2020-03-11,ON,Halton Region Public Health Department,1,0,0
79,2020-03-11,ON,Ottawa Public Health,1,0,0
80,2020-03-11,ON,Toronto Public Health,3,0,0
81,2020-03-11,ON,York Region Public Health Services,1,0,0
82,2020-03-12,AB,Calgary Zone,4,0,0
83,2020-03-12,BC,Fraser Health Region,2,0,0
84,2020-03-12,BC,Vancouver Coastal Health Region,5,0,0
85,2020-03-12,MB,Winnipeg,3,0,0
86,2020-03-12,QC,Laurentides,5,0,0
87,2020-03-12,QC,Montreal,3,0,0
88,2020-03-12,SK,Saskatoon,1,0,0
89,2020-03-12,ON,Halton Region Public Health Department,1,0,0
90,2020-03-12,ON,Hamilton Public Health Unit Services,1,0,0
91,2020-03-12,ON,Ottawa Public Health,1,0,0
92,2020-03-12,ON,Peel Region Public Health,3,0,0
93,2020-03-12,ON,Simcoe-Muskoka District Health Unit,1,0,0
94,2020-03-12,ON,Toronto Public Health,8,0,0
95,2020-03-12,ON,Region of Waterloo Public Health,2,0,0
96,2020-03-13,AB,Calgary Zone,5,0,0
97,2020-03-13,AB,Edmonton Zone,1,0,0
98,2020-03-13,BC,Vancouver Coastal Health Region,11,0,0
99,2020-03-13,REP,Grand Princess-Borden,2,0,0
100,2020-03-13,MB,Winnipeg,1,0,0
101,2020-03-13,SK,Saskatoon,1,0,0
102,2020-03-13,ON,Niagara Region Public Health Department,1,0,0
103,2020-03-13,ON,Ottawa Public Health,1,0,0
104,2020-03-13,ON,Peel Region Public Health,4,0,0
105,2020-03-13,ON,Toronto Public Health,12,0,0
106,2020-03-13,ON,Region of Waterloo Public Health,1,0,0
107,2020-03-13,ON,York Region Public Health Services,1,0,0
108,2020-03-14,AB,Calgary Zone,6,0,0
109,2020-03-14,AB,Edmonton Zone,4,0,0
110,2020-03-14,BC,Fraser Health Region,1,0,0
111,2020-03-14,BC,Interior Health Region,1,0,0
112,2020-03-14,BC,Vancouver Coastal Health Region,7,0,0
113,2020-03-14,NB,Zone 1 (Southeast-Moncton),1,0,0
114,2020-03-14,NL,Eastern,1,0,0
115,2020-03-14,PE,Queens,1,0,0
116,2020-03-14,QC,Lanaudiere,1,0,0
117,2020-03-14,QC,Monteregie,2,0,0
118,2020-03-14,QC,Montreal,4,0,0
119,2020-03-14,SK,Regina,3,0,0
120,2020-03-14,SK,Far North,1,0,0
121,2020-03-14,ON,Durham Region Health Department,3,0,0
122,2020-03-14,ON,Eastern Ontario Health Unit,1,0,0
123,2020-03-14,ON,Haliburton-Kawartha Lakes-Pine Ridge District Health Unit,1,0,0
124,2020-03-14,ON,Halton Region Public Health Department,1,0,0
125,2020-03-14,ON,Hamilton Public Health Unit Services,1,0,0
126,2020-03-14,ON,Huron Perth Public District Health Unit,1,0,0
127,2020-03-14,ON,Middlesex-London Health Unit,1,0,0
128,2020-03-14,ON,Northwestern Health Unit,1,0,0
129,2020-03-14,ON,Ottawa Public Health,2,0,0
130,2020-03-14,ON,Peel Region Public Health,1,0,0
131,2020-03-14,ON,Toronto Public Health,9,0,0
132,2020-03-14,ON,Region of Waterloo Public Health,2,0,0
133,2020-03-14,QC,Unassigned,0,0,1
134,2020-03-15,AB,Calgary Zone,14,0,0
135,2020-03-15,AB,Edmonton Zone,3,0,0
136,2020-03-15,MB,Winnipeg,2,0,0
137,2020-03-15,NB,Zone 3 (Central-West-Fredericton),4,0,0
138,2020-03-15,NS,Unassigned,3,0,0
139,2020-03-15,QC,Capitale-Nationale,2,0,0
140,2020-03-15,QC,Chaudiere-Appalaches,2,0,0
141,2020-03-15,QC,Estrie,1,0,0
142,2020-03-15,QC,Lanaudiere,1,0,0
143,2020-03-15,QC,Laurentides,1,0,0
144,2020-03-15,QC,Mauricie-et-Centre-du-Quebec,3,0,0
145,2020-03-15,QC,Monteregie,2,0,0
146,2020-03-15,QC,Montreal,4,0,0
147,2020-03-15,MB,Interlake-Eastern,1,0,0
148,2020-03-15,ON,Durham Region Health Department,2,0,0
149,2020-03-15,ON,Grey Bruce Public Health Unit,2,0,0
150,2020-03-15,ON,Haliburton-Kawartha Lakes-Pine Ridge District Health Unit,1,0,0
151,2020-03-15,ON,Hamilton Public Health Unit Services,3,0,0
152,2020-03-15,ON,Niagara Region Public Health Department,1,0,0
153,2020-03-15,ON,Ottawa Public Health,5,0,0
154,2020-03-15,ON,Peel Region Public Health,5,0,0
155,2020-03-15,ON,Peterborough Public Health,1,0,0
156,2020-03-15,ON,Simcoe-Muskoka District Health Unit,2,0,0
157,2020-03-15,ON,Toronto Public Health,15,0,0
158,2020-03-15,ON,Region of Waterloo Public Health,2,0,0
159,2020-03-15,ON,York Region Public Health Services,4,0,0
160,2020-03-16,AB,Calgary Zone,12,0,0
161,2020-03-16,AB,Central Zone,1,0,0
162,2020-03-16,AB,Edmonton Zone,3,0,0
163,2020-03-16,AB,North Zone,1,0,0
164,2020-03-16,AB,South Zone,1,0,0
165,2020-03-16,BC,Fraser Health Region,8,0,0
166,2020-03-16,BC,Vancouver Coastal Health Region,15,0,0
167,2020-03-16,REP,Grand Princess-Borden,4,0,0
168,2020-03-16,MB,Winnipeg,1,0,0
169,2020-03-16,NB,Zone 2 (South-Central-St John),1,0,0
170,2020-03-16,NS,Unassigned,2,0,0
171,2020-03-16,QC,Chaudiere-Appalaches,1,0,0
172,2020-03-16,QC,Estrie,1,0,0
173,2020-03-16,QC,Lanaudiere,1,0,0
174,2020-03-16,QC,Monteregie,1,0,0
175,2020-03-16,QC,Montreal,7,0,0
176,2020-03-16,SK,Regina,1,0,0
177,2020-03-16,BC,Vancouver Island Health Region,7,0,0
178,2020-03-16,ON,Durham Region Health Department,1,0,0
179,2020-03-16,ON,Halton Region Public Health Department,1,0,0
180,2020-03-16,ON,Hamilton Public Health Unit Services,4,0,0
181,2020-03-16,ON,Niagara Region Public Health Department,1,0,0
182,2020-03-16,ON,Ottawa Public Health,3,0,0
183,2020-03-16,ON,Peel Region Public Health,4,0,0
184,2020-03-16,ON,Sudbury Public Health & Districts,1,0,0
185,2020-03-16,ON,Toronto Public Health,10,0,0
186,2020-03-16,ON,Wellington-Dufferin-Guelph Public Health,1,0,0
187,2020-03-16,ON,York Region Public Health Services,5,0,0
188,2020-03-16,BC,Vancouver Coastal Health Region,0,3,0
189,2020-03-17,AB,Calgary Zone,18,0,0
190,2020-03-17,AB,Central Zone,1,0,0
191,2020-03-17,AB,Edmonton Zone,2,0,0
192,2020-03-17,AB,North Zone,2,0,0
193,2020-03-17,BC,Fraser Health Region,18,0,0
194,2020-03-17,BC,Interior Health Region,5,0,0
195,2020-03-17,BC,Northern Health Region,4,0,0
196,2020-03-17,BC,Vancouver Coastal Health Region,52,0,0
197,2020-03-17,REP,Canadian Forces Base Trenton,1,0,0
198,2020-03-17,MB,Southern,2,0,0
199,2020-03-17,MB,Winnipeg,5,0,0
200,2020-03-17,NB,Zone 3 (Central-West-Fredericton),1,0,0
201,2020-03-17,NL,Eastern,2,0,0
202,2020-03-17,NS,Unassigned,2,0,0
203,2020-03-17,QC,Capitale-Nationale,1,0,0
204,2020-03-17,QC,Chaudiere-Appalaches,1,0,0
205,2020-03-17,QC,Estrie,7,0,0
206,2020-03-17,QC,Lanaudiere,3,0,0
207,2020-03-17,QC,Laurentides,4,0,0
208,2020-03-17,QC,Monteregie,1,0,0
209,2020-03-17,QC,Montreal,8,0,0
210,2020-03-17,SK,Regina,1,0,0
211,2020-03-17,BC,Vancouver Island Health Region,4,0,0
212,2020-03-17,ON,Hamilton Public Health Unit Services,5,0,0
213,2020-03-17,ON,"Kingston, Frontenac-Lennox & Addington Public Health",3,0,0
214,2020-03-17,ON,Middlesex-London Health Unit,2,0,0
215,2020-03-17,ON,Simcoe-Muskoka District Health Unit,1,0,0
216,2020-03-17,ON,York Region Public Health Services,1,0,0
217,2020-03-17,BC,Vancouver Coastal Health Region,0,3,0
218,2020-03-17,QC,Lanaudiere,0,1,0
219,2020-03-17,BC,Vancouver Coastal Health Region,0,0,4
220,2020-03-18,AB,Calgary Zone,13,0,0
221,2020-03-18,AB,Edmonton Zone,7,0,0
222,2020-03-18,AB,North Zone,1,0,0
223,2020-03-18,AB,South Zone,1,0,0
224,2020-03-18,BC,Fraser Health Region,11,0,0
225,2020-03-18,BC,Interior Health Region,2,0,0
226,2020-03-18,BC,Vancouver Coastal Health Region,28,0,0
227,2020-03-18,MB,Winnipeg,2,0,0
228,2020-03-18,NB,Zone 1 (Southeast-Moncton),1,0,0
229,2020-03-18,NB,Zone 3 (Central-West-Fredericton),2,0,0
230,2020-03-18,NS,Unassigned,5,0,0
231,2020-03-18,QC,Capitale-Nationale,5,0,0
232,2020-03-18,QC,Chaudiere-Appalaches,2,0,0
233,2020-03-18,QC,Estrie,9,0,0
234,2020-03-18,QC,Montreal,3,0,0
235,2020-03-18,QC,Outaouais,1,0,0
236,2020-03-18,SK,Regina,3,0,0
237,2020-03-18,SK,Saskatoon,3,0,0
238,2020-03-18,SK,South,1,0,0
239,2020-03-18,BC,Vancouver Island Health Region,4,0,0
240,2020-03-18,SK,Far North,1,0,0
241,2020-03-18,ON,Algoma Public Health Unit,1,0,0
242,2020-03-18,ON,Brant County Health Unit,1,0,0
243,2020-03-18,ON,Chatham-Kent Public Health Unit,2,0,0
244,2020-03-18,ON,Grey Bruce Public Health Unit,1,0,0
245,2020-03-18,ON,Halton Region Public Health Department,4,0,0
246,2020-03-18,ON,Hamilton Public Health Unit Services,2,0,0
247,2020-03-18,ON,Huron Perth Public District Health Unit,1,0,0
248,2020-03-18,ON,Middlesex-London Health Unit,1,0,0
249,2020-03-18,ON,Niagara Region Public Health Department,1,0,0
250,2020-03-18,ON,Ottawa Public Health,1,0,0
251,2020-03-18,ON,Peel Region Public Health,2,0,0
252,2020-03-18,ON,Simcoe-Muskoka District Health Unit,1,0,0
253,2020-03-18,ON,Toronto Public Health,3,0,0
254,2020-03-18,ON,Region of Waterloo Public Health,2,0,0
255,2020-03-18,ON,York Region Public Health Services,2,0,0
256,2020-03-18,BC,Vancouver Coastal Health Region,0,0,1
257,2020-03-19,AB,Calgary Zone,18,0,0
258,2020-03-19,AB,Edmonton Zone,2,0,0
259,2020-03-19,AB,North Zone,6,0,0
260,2020-03-19,AB,South Zone,1,0,0
261,2020-03-19,BC,Fraser Health Region,23,0,0
262,2020-03-19,BC,Interior Health Region,3,0,0
263,2020-03-19,BC,Vancouver Coastal Health Region,8,0,0
264,2020-03-19,REP,Canadian Forces Base Trenton,1,0,0
265,2020-03-19,NS,Unassigned,2,0,0
266,2020-03-19,PE,Queens,1,0,0
267,2020-03-19,QC,Bas-Saint-Laurent,1,0,0
268,2020-03-19,QC,Capitale-Nationale,2,0,0
269,2020-03-19,QC,Estrie,7,0,0
270,2020-03-19,QC,Lanaudiere,1,0,0
271,2020-03-19,QC,Laval,1,0,0
272,2020-03-19,QC,Monteregie,6,0,0
273,2020-03-19,QC,Montreal,9,0,0
274,2020-03-19,SK,North,1,0,0
275,2020-03-19,SK,Regina,1,0,0
276,2020-03-19,SK,Saskatoon,1,0,0
277,2020-03-19,SK,South,1,0,0
278,2020-03-19,BC,Vancouver Island Health Region,6,0,0
279,2020-03-19,ON,Durham Region Health Department,4,0,0
280,2020-03-19,ON,Eastern Ontario Health Unit,1,0,0
281,2020-03-19,ON,Haliburton-Kawartha Lakes-Pine Ridge District Health Unit,1,0,0
282,2020-03-19,ON,Halton Region Public Health Department,3,0,0
283,2020-03-19,ON,Hamilton Public Health Unit Services,2,0,0
284,2020-03-19,ON,Ottawa Public Health,2,0,0
285,2020-03-19,ON,Peel Region Public Health,3,0,0
286,2020-03-19,ON,Toronto Public Health,16,0,0
287,2020-03-19,ON,Region of Waterloo Public Health,1,0,0
288,2020-03-19,ON,York Region Public Health Services,11,0,0
289,2020-03-19,AB,Calgary Zone,0,1,0
290,2020-03-19,BC,Fraser Health Region,0,1,0
291,2020-03-19,ON,Halton Region Public Health Department,0,1,0
292,2020-03-20,AB,Calgary Zone,25,0,0
293,2020-03-20,AB,Central Zone,1,0,0
294,2020-03-20,AB,Edmonton Zone,14,0,0
295,2020-03-20,AB,North Zone,6,0,0
296,2020-03-20,AB,South Zone,2,0,0
297,2020-03-20,AB,Unassigned,1,0,0
298,2020-03-20,BC,Fraser Health Region,16,0,0
299,2020-03-20,BC,Interior Health Region,7,0,0
300,2020-03-20,BC,Vancouver Coastal Health Region,48,0,0
301,2020-03-20,REP,Grand Princess-Borden,2,0,0
302,2020-03-20,NL,Eastern,1,0,0
303,2020-03-20,NS,Unassigned,1,0,0
304,2020-03-20,QC,Monteregie,7,0,0
305,2020-03-20,QC,Montreal,10,0,0
306,2020-03-20,QC,Nord-du-Quebec,1,0,0
307,2020-03-20,SK,North,2,0,0
308,2020-03-20,SK,Regina,4,0,0
309,2020-03-20,BC,Vancouver Island Health Region,8,0,0
310,2020-03-20,ON,Durham Region Health Department,11,0,0
311,2020-03-20,ON,Haliburton-Kawartha Lakes-Pine Ridge District Health Unit,5,0,0
312,2020-03-20,ON,Hamilton Public Health Unit Services,2,0,0
313,2020-03-20,ON,Hastings-Prince Edward Public Health Unit,1,0,0
314,2020-03-20,ON,Middlesex-London Health Unit,6,0,0
315,2020-03-20,ON,Ottawa Public Health,3,0,0
316,2020-03-20,ON,Peel Region Public Health,7,0,0
317,2020-03-20,ON,Peterborough Public Health,2,0,0
318,2020-03-20,ON,Porcupine Health Unit,1,0,0
319,2020-03-20,ON,Toronto Public Health,17,0,0
320,2020-03-20,ON,Region of Waterloo Public Health,4,0,0
321,2020-03-20,ON,York Region Public Health Services,1,0,0
322,2020-03-21,AB,Calgary Zone,13,0,0
323,2020-03-21,AB,Central Zone,3,0,0
324,2020-03-21,AB,Edmonton Zone,14,0,0
325,2020-03-21,AB,South Zone,1,0,0
326,2020-03-21,BC,Fraser Health Region,29,0,0
327,2020-03-21,BC,Interior Health Region,8,0,0
328,2020-03-21,BC,Vancouver Coastal Health Region,30,0,0
329,2020-03-21,REP,Grand Princess-Borden,1,0,0
330,2020-03-21,MB,Winnipeg,2,0,0
331,2020-03-21,NB,Zone 2 (South-Central-St John),5,0,0
332,2020-03-21,NB,Zone 3 (Central-West-Fredericton),1,0,0
333,2020-03-21,NL,Eastern,2,0,0
334,2020-03-21,NS,Unassigned,6,0,0
335,2020-03-21,QC,Capitale-Nationale,3,0,0
336,2020-03-21,QC,Chaudiere-Appalaches,7,0,0
337,2020-03-21,QC,Estrie,1,0,0
338,2020-03-21,QC,Lanaudiere,2,0,0
339,2020-03-21,QC,Laurentides,4,0,0
340,2020-03-21,QC,Laval,2,0,0
341,2020-03-21,QC,Mauricie-et-Centre-du-Quebec,1,0,0
342,2020-03-21,QC,Monteregie,5,0,0
343,2020-03-21,QC,Montreal,14,0,0
344,2020-03-21,QC,Outaouais,2,0,0
345,2020-03-21,QC,Saguenay-Lac-Saint-Jean,1,0,0
346,2020-03-21,SK,North,1,0,0
347,2020-03-21,SK,Regina,5,0,0
348,2020-03-21,SK,Saskatoon,12,0,0
349,2020-03-21,BC,Vancouver Island Health Region,7,0,0
350,2020-03-21,ON,Durham Region Health Department,4,0,0
351,2020-03-21,ON,Hamilton Public Health Unit Services,4,0,0
352,2020-03-21,ON,Hastings-Prince Edward Public Health Unit,1,0,0
353,2020-03-21,ON,Middlesex-London Health Unit,1,0,0
354,2020-03-21,ON,Ottawa Public Health,1,0,0
355,2020-03-21,ON,Peel Region Public Health,4,0,0
356,2020-03-21,ON,Simcoe-Muskoka District Health Unit,4,0,0
357,2020-03-21,ON,Toronto Public Health,33,0,0
358,2020-03-21,ON,Windsor Essex County Health Unit,1,0,0
359,2020-03-21,ON,York Region Public Health Services,6,0,0
360,2020-03-21,NT,Beaufort Delta / Inuvik,1,0,0
361,2020-03-21,BC,Fraser Health Region,0,1,0
362,2020-03-21,BC,Vancouver Coastal Health Region,0,1,0
363,2020-03-21,QC,Lanaudiere,0,3,0
364,2020-03-22,AB,Calgary Zone,25,0,0
365,2020-03-22,AB,Central Zone,3,0,0
366,2020-03-22,AB,Edmonton Zone,3,0,0
367,2020-03-22,AB,North Zone,2,0,0
368,2020-03-22,AB,South Zone,1,0,0
369,2020-03-22,MB,Winnipeg,1,0,0
370,2020-03-22,NL,Eastern,3,0,0
371,2020-03-22,NS,Unassigned,7,0,0
372,2020-03-22,PE,Queens,1,0,0
373,2020-03-22,QC,Estrie,3,0,0
374,2020-03-22,QC,Lanaudiere,6,0,0
375,2020-03-22,QC,Laurentides,3,0,0
376,2020-03-22,QC,Laval,1,0,0
377,2020-03-22,QC,Mauricie-et-Centre-du-Quebec,2,0,0
378,2020-03-22,QC,Monteregie,14,0,0
379,2020-03-22,QC,Montreal,7,0,0
380,2020-03-22,QC,Outaouais,2,0,0
381,2020-03-22,SK,Regina,1,0,0
382,2020-03-22,SK,Saskatoon,3,0,0
383,2020-03-22,SK,South,2,0,0
384,2020-03-22,SK,Far North,1,0,0
385,2020-03-22,SK,Central,1,0,0
386,2020-03-22,ON,Durham Region Health Department,2,0,0
387,2020-03-22,ON,Eastern Ontario Health Unit,1,0,0
388,2020-03-22,ON,Hamilton Public Health Unit Services,5,0,0
389,2020-03-22,ON,Ottawa Public Health,1,0,0
390,2020-03-22,ON,Peel Region Public Health,1,0,0
391,2020-03-22,ON,Southwestern Public Health,1,0,0
392,2020-03-22,ON,Toronto Public Health,26,0,0
393,2020-03-22,ON,Region of Waterloo Public Health,1,0,0
394,2020-03-22,ON,Windsor Essex County Health Unit,1,0,0
395,2020-03-22,ON,York Region Public Health Services,9,0,0
396,2020-03-22,YT,Whitehorse,2,0,0
397,2020-03-23,AB,Calgary Zone,24,0,0
398,2020-03-23,AB,Central Zone,7,0,0
399,2020-03-23,AB,Edmonton Zone,8,0,0
400,2020-03-23,AB,North Zone,1,0,0
401,2020-03-23,AB,South Zone,1,0,0
402,2020-03-23,AB,Unassigned,-1,0,0
403,2020-03-23,BC,Fraser Health Region,37,0,0
404,2020-03-23,BC,Interior Health Region,13,0,0
405,2020-03-23,BC,Northern Health Region,2,0,0
406,2020-03-23,BC,Vancouver Coastal Health Region,56,0,0
407,2020-03-23,NL,Eastern,15,0,0
408,2020-03-23,NS,Unassigned,13,0,0
409,2020-03-23,QC,Abitibi-Temiscamingue,3,0,0
410,2020-03-23,QC,Bas-Saint-Laurent,2,0,0
411,2020-03-23,QC,Capitale-Nationale,26,0,0
412,2020-03-23,QC,Chaudiere-Appalaches,2,0,0
413,2020-03-23,QC,Estrie,30,0,0
414,2020-03-23,QC,Gaspesie-Iles-de-la-Madeleine,3,0,0
415,2020-03-23,QC,Lanaudiere,35,0,0
416,2020-03-23,QC,Laurentides,15,0,0
417,2020-03-23,QC,Laval,26,0,0
418,2020-03-23,QC,Mauricie-et-Centre-du-Quebec,11,0,0
419,2020-03-23,QC,Monteregie,36,0,0
420,2020-03-23,QC,Montreal,219,0,0
421,2020-03-23,QC,Outaouais,3,0,0
422,2020-03-23,SK,North,4,0,0
423,2020-03-23,SK,Regina,1,0,0
424,2020-03-23,SK,Saskatoon,9,0,0
425,2020-03-23,BC,Vancouver Island Health Region,7,0,0
426,2020-03-23,ON,Durham Region Health Department,6,0,0
427,2020-03-23,ON,Eastern Ontario Health Unit,1,0,0
428,2020-03-23,ON,Haliburton-Kawartha Lakes-Pine Ridge District Health Unit,2,0,0
429,2020-03-23,ON,Halton Region Public Health Department,2,0,0
430,2020-03-23,ON,Hamilton Public Health Unit Services,3,0,0
431,2020-03-23,ON,Hastings-Prince Edward Public Health Unit,1,0,0
432,2020-03-23,ON,"Kingston, Frontenac-Lennox & Addington Public Health",1,0,0
433,2020-03-23,ON,Middlesex-London Health Unit,2,0,0
434,2020-03-23,ON,Ottawa Public Health,3,0,0
435,2020-03-23,ON,Peel Region Public Health,6,0,0
436,2020-03-23,ON,Simcoe-Muskoka District Health Unit,1,0,0
437,2020-03-23,ON,Sudbury Public Health & Districts,1,0,0
438,2020-03-23,ON,Toronto Public Health,15,0,0
439,2020-03-23,ON,Region of Waterloo Public Health,16,0,0
440,2020-03-23,ON,Wellington-Dufferin-Guelph Public Health,1,0,0
441,2020-03-23,ON,York Region Public Health Services,17,0,0
442,2020-03-23,BC,Vancouver Coastal Health Region,0,3,0
443,2020-03-23,BC,Fraser Health Region,0,0,2
444,2020-03-23,BC,Interior Health Region,0,0,8
445,2020-03-23,BC,Vancouver Coastal Health Region,0,0,85
446,2020-03-24,AB,Calgary Zone,26,0,0
447,2020-03-24,AB,Central Zone,11,0,0
448,2020-03-24,AB,Edmonton Zone,18,0,0
449,2020-03-24,AB,North Zone,1,0,0
450,2020-03-24,AB,Unassigned,2,0,0
451,2020-03-24,BC,Fraser Health Region,31,0,0
452,2020-03-24,BC,Interior Health Region,1,0,0
453,2020-03-24,BC,Northern Health Region,2,0,0
454,2020-03-24,BC,Vancouver Coastal Health Region,44,0,0
455,2020-03-24,MB,Winnipeg,1,0,0
456,2020-03-24,NB,Zone 1 (Southeast-Moncton),1,0,0
457,2020-03-24,NL,Labrador Grenfell,3,0,0
458,2020-03-24,NL,Eastern,6,0,0
459,2020-03-24,NS,Unassigned,10,0,0
460,2020-03-24,QC,Abitibi-Temiscamingue,2,0,0
461,2020-03-24,QC,Bas-Saint-Laurent,1,0,0
462,2020-03-24,QC,Capitale-Nationale,40,0,0
463,2020-03-24,QC,Chaudiere-Appalaches,26,0,0
464,2020-03-24,QC,Cote-Nord,1,0,0
465,2020-03-24,QC,Estrie,70,0,0
466,2020-03-24,QC,Gaspesie-Iles-de-la-Madeleine,4,0,0
467,2020-03-24,QC,Lanaudiere,5,0,0
468,2020-03-24,QC,Laurentides,12,0,0
469,2020-03-24,QC,Laval,30,0,0
470,2020-03-24,QC,Mauricie-et-Centre-du-Quebec,14,0,0
471,2020-03-24,QC,Monteregie,48,0,0
472,2020-03-24,QC,Montreal,150,0,0
473,2020-03-24,QC,Outaouais,4,0,0
474,2020-03-24,QC,Saguenay-Lac-Saint-Jean,4,0,0
475,2020-03-24,SK,Regina,2,0,0
476,2020-03-24,SK,Saskatoon,4,0,0
477,2020-03-24,ON,Brant County Health Unit,2,0,0
478,2020-03-24,ON,Durham Region Health Department,9,0,0
479,2020-03-24,ON,Grey Bruce Public Health Unit,1,0,0
480,2020-03-24,ON,Haliburton-Kawartha Lakes-Pine Ridge District Health Unit,1,0,0
481,2020-03-24,ON,Halton Region Public Health Department,1,0,0
482,2020-03-24,ON,Hamilton Public Health Unit Services,3,0,0
483,2020-03-24,ON,"Kingston, Frontenac-Lennox & Addington Public Health",3,0,0
484,2020-03-24,ON,Niagara Region Public Health Department,2,0,0
485,2020-03-24,ON,Ottawa Public Health,3,0,0
486,2020-03-24,ON,Peel Region Public Health,5,0,0
487,2020-03-24,ON,Simcoe-Muskoka District Health Unit,1,0,0
488,2020-03-24,ON,Sudbury Public Health & Districts,1,0,0
489,2020-03-24,ON,Toronto Public Health,19,0,0
490,2020-03-24,ON,Region of Waterloo Public Health,10,0,0
491,2020-03-24,ON,Wellington-Dufferin-Guelph Public Health,1,0,0
492,2020-03-24,ON,Windsor Essex County Health Unit,1,0,0
493,2020-03-24,ON,York Region Public Health Services,22,0,0
494,2020-03-24,AB,Calgary Zone,0,1,0
495,2020-03-24,ON,Durham Region Health Department,0,1,0
496,2020-03-24,BC,Fraser Health Region,0,0,1
